Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	N_ul	N_16	N_16C9	N_17
TG 56:6;Y2	0.52	0.65	0.76	0.63	0.71	0.72	0.83	0.64	0.62	0.82	0.92	0.43	1	0	2	0
TG 56:5;Y2	0.30	0.38	0.37	0.18	0.44	0.36	0.29	0.33	0.34	0.39	0.49	0.21	1	0	2	0
TG 47:0;Y2	3.24	3.81	4.62	3.76	4.85	5.67	4.80	4.68	5.03	4.34	5.91	3.09	1	0	1	1
TG 49:2;Y2	2.23	2.52	3.24	1.86	2.59	3.40	3.43	3.58	3.12	2.70	3.32	1.96	1	0	1	1
TG 49:1;Y2	22.03	24.81	24.83	20.39	23.78	30.45	28.44	24.95	28.11	24.38	27.54	17.41	1	0	1	1
TG 49:0;Y2	17.47	22.20	20.16	18.78	24.45	27.99	29.05	23.49	23.05	22.99	30.55	14.79	1	0	1	1
TG 51:3;Y2	2.59	2.90	3.13	2.32	2.87	3.11	3.80	3.14	2.80	2.98	3.22	2.05	1	0	1	1
TG 51:2;Y2	16.87	19.58	16.42	16.15	18.24	19.07	21.67	16.63	16.16	18.91	17.65	12.07	1	0	1	1
TG 51:1;Y2	38.98	44.35	40.67	38.69	41.64	48.41	53.00	43.90	40.74	47.60	46.36	30.47	1	0	1	1
TG 53:5;Y2	2.21	2.99	1.43	1.82	2.41	1.31	2.82	2.54	1.49	2.35	2.72	1.42	1	0	1	1
TG 53:4;Y2	4.55	5.13	3.03	4.31	3.39	4.11	6.18	5.05	3.82	4.60	4.79	2.31	1	0	1	1
TG 53:3;Y2	1.02	1.36	1.11	0.98	0.91	1.52	1.33	1.37	1.43	1.05	1.47	0.93	1	0	1	1
TG 53:2;Y2	1.10	1.60	1.06	1.02	1.35	1.31	1.55	1.19	1.04	1.43	1.50	0.69	1	0	1	1
TG 53:1;Y2	0.52	0.93	0.67	0.52	0.64	0.69	0.75	1.32	1.02	0.74	0.82	0.39	1	0	1	1
TG 55:6;Y2	5.66	7.31	6.48	5.25	7.06	6.53	7.83	6.56	5.95	5.73	6.54	4.73	1	0	1	1
TG 55:5;Y2	2.16	2.77	2.58	2.05	2.24	2.57	2.67	2.67	2.22	2.62	2.50	1.65	1	0	1	1
TG 55:4;Y2	0.91	1.37	1.15	0.94	0.82	0.90	1.40	0.90	1.04	1.08	1.41	0.79	1	0	1	1
TG 55:2;Y2	0.16	0.31	0.25	0.19	0.28	0.30	0.24	0.28	0.09	0.23	0.27	0.21	1	0	1	1
TG 55:1;Y2	0.23	0.38	0.13	0.13	0.20	0.21	0.13	0.10	0.12	0.00	0.12	0.09	1	0	1	1
TG 46:0;Y2	3.33	3.11	3.54	3.35	3.57	4.27	4.14	3.40	3.60	3.71	4.03	2.90	1	2	0	0
TG 48:2;Y2	4.67	4.65	4.34	4.31	4.00	5.00	5.61	4.88	3.98	4.34	3.80	2.48	1	2	0	0
TG 48:1;Y2	44.08	60.57	59.85	46.58	59.29	57.26	61.50	62.79	54.56	54.99	73.04	38.01	1	2	0	0
TG 48:0;Y2	36.93	51.15	56.35	44.57	53.81	65.55	60.20	47.45	55.79	48.52	66.20	37.09	1	2	0	0
TG 50:2;Y2	34.82	34.46	33.23	34.04	30.79	32.64	43.12	34.21	29.92	37.34	36.24	21.45	1	2	0	0
TG 50:1;Y2	102.59	115.48	103.47	98.55	105.68	111.89	127.47	111.89	96.51	114.53	126.41	70.08	1	2	0	0
TG 50:0;Y2	12.38	15.88	14.51	14.58	15.69	16.32	18.78	14.87	14.65	14.93	19.17	9.87	1	2	0	0
TG 52:3;Y2	1.93	2.60	2.29	1.84	2.15	2.32	2.40	2.15	2.09	2.11	2.29	1.48	1	2	0	0
TG 52:2;Y2	2.93	3.52	3.15	2.82	3.11	3.31	3.75	3.02	2.80	3.14	3.21	2.04	1	2	0	0
TG 52:1;Y2	3.97	5.63	5.43	4.22	5.18	5.95	5.52	5.02	4.99	4.61	5.71	3.85	1	2	0	0
TG 54:6;Y2	6.11	7.79	8.56	6.74	6.94	7.92	8.54	6.75	7.92	7.65	9.09	5.40	1	2	0	0
TG 54:5;Y2	3.30	3.67	3.91	3.44	3.06	4.31	4.03	3.32	3.58	3.81	3.79	2.91	1	2	0	0
TG 54:4;Y2	1.79	2.19	2.13	1.58	1.96	2.20	2.19	1.76	1.74	2.20	1.82	1.50	1	2	0	0
TG 54:2;Y2	1.49	1.53	1.61	1.15	1.30	1.26	1.71	1.37	1.15	1.50	1.59	0.88	1	2	0	0
TG 54:1;Y2	0.81	1.20	1.08	0.71	1.16	1.05	0.95	1.11	0.84	1.01	1.21	0.66	1	2	0	0
TG 54:1;Y2	0.50	0.75	0.67	0.44	0.72	0.65	0.59	0.68	0.52	0.63	0.75	0.41	1	2	0	0
TG 56:7;Y2	0.37	0.38	0.35	0.28	0.32	0.33	0.40	0.27	0.34	0.39	0.33	0.21	1	2	0	0
TG 56:6;Y2	1.87	2.29	2.15	1.88	1.91	2.11	2.28	1.76	1.94	1.89	2.01	1.44	1	2	0	0
TG 56:5;Y2	0.82	1.03	1.16	0.99	1.06	0.93	1.13	0.96	1.17	0.96	1.01	0.76	1	2	0	0
TG 56:4;Y2	0.15	0.21	0.16	0.11	0.19	0.18	0.17	0.14	0.15	0.20	0.17	0.17	1	2	0	0
TG 46:0;Y2	5.39	5.03	5.73	5.42	5.77	6.90	6.70	5.50	5.82	6.00	6.52	4.70	1	0	0	2
TG 48:2;Y2	3.35	3.34	3.11	3.09	2.87	3.59	4.02	3.50	2.85	3.11	2.73	1.78	1	0	0	2
TG 48:1;Y2	10.19	14.00	13.83	10.76	13.70	13.23	14.21	14.51	12.61	12.71	16.88	8.78	1	0	0	2
TG 48:0;Y2	22.65	31.37	34.56	27.34	33.00	40.20	36.92	29.11	34.22	29.76	40.60	22.75	1	0	0	2
TG 50:2;Y2	27.64	27.35	26.37	27.02	24.44	25.91	34.22	27.15	23.74	29.64	28.77	17.03	1	0	0	2
TG 50:1;Y2	119.84	134.90	120.87	115.12	123.45	130.70	148.90	130.70	112.74	133.79	147.67	81.87	1	0	0	2
TG 50:0;Y2	122.51	157.10	143.58	144.21	155.20	161.49	185.83	147.11	144.98	147.73	189.70	97.60	1	0	0	2
TG 52:3;Y2	10.42	14.06	12.41	9.94	11.62	12.55	13.00	11.61	11.30	11.40	12.39	8.02	1	0	0	2
TG 52:2;Y2	72.46	86.97	77.85	69.75	76.90	81.85	92.81	74.70	69.26	77.57	79.40	50.36	1	0	0	2
TG 52:1;Y2	119.61	169.88	163.69	127.32	156.33	179.36	166.56	151.26	150.50	138.87	172.13	115.96	1	0	0	2
TG 54:6;Y2	2.67	3.40	3.74	2.94	3.03	3.46	3.73	2.95	3.46	3.34	3.97	2.36	1	0	0	2
TG 54:5;Y2	2.76	3.08	3.27	2.88	2.56	3.61	3.37	2.78	3.00	3.19	3.17	2.44	1	0	0	2
TG 54:4;Y2	5.29	6.48	6.32	4.67	5.81	6.53	6.50	5.22	5.15	6.53	5.40	4.44	1	0	0	2
TG 54:2;Y2	4.84	4.94	5.20	3.72	4.22	4.08	5.55	4.44	3.72	4.84	5.16	2.85	1	0	0	2
TG 54:1;Y2	1.69	2.52	2.26	1.48	2.43	2.19	1.99	2.32	1.76	2.12	2.54	1.37	1	0	0	2
TG 54:1;Y2	2.00	2.98	2.68	1.75	2.87	2.59	2.35	2.74	2.09	2.50	3.01	1.62	1	0	0	2
TG 56:7;Y2	3.30	3.39	3.19	2.51	2.87	3.01	3.58	2.42	3.08	3.48	3.01	1.87	1	0	0	2
TG 56:6;Y2	16.82	20.62	19.39	16.88	17.23	19.03	20.50	15.80	17.45	17.00	18.12	13.00	1	0	0	2
TG 56:5;Y2	4.62	5.83	6.60	5.62	5.99	5.29	6.43	5.42	6.62	5.42	5.74	4.31	1	0	0	2
TG 56:4;Y2	1.36	1.91	1.40	1.02	1.71	1.58	1.56	1.22	1.38	1.77	1.49	1.52	1	0	0	2
TG 48:0;Y3	9.6	12.3	15.2	14.1	13.0	18.0	15.0	12.9	17.3	13.4	18.8	13.0	0	3	0	0
TG 48:1;Y3	5.4	3.8	3.5	5.5	3.9	3.9	6.3	4.9	3.9	5.4	3.5	2.7	0	3	0	0
TG 48:0;Y3	1.6	1.6	1.7	1.9	1.9	2.3	3.2	1.9	2.9	2.2	2.2	1.9	0	2	1	0
TG 48:1;Y3	0.5	0.3	0.2	0.3	0.5	0.5	0.1	0.4	0.7	0.6	0.3	0.3	0	2	1	0
TG 49:0;Y3	12.1	11.6	12.4	13.9	12.7	14.4	18.7	11.3	14.4	12.6	13.1	10.5	0	2	0	1
TG 49:1;Y3	5.1	4.8	4.4	5.4	5.4	5.6	6.9	4.1	4.2	6.7	5.2	4.0	0	2	0	1
TG 48:0;Y3	3.4	3.1	3.1	4.5	3.9	3.7	5.5	3.2	3.5	4.8	4.7	3.6	0	1	2	0
TG 48:1;Y3	0.1	0.1	0.1	0.4	0.1	0.1	0.2	0.3	0.3	0.2	0.2	0.2	0	1	2	0
TG 50:1;Y3	0.3	0.2	0.2	0.1	0.3	0.2	0.5	0.6	0.2	0.3	0.2	0.0	0	1	2	0
TG 49:0;Y3	1.8	1.9	1.9	2.3	2.0	2.4	3.3	1.9	2.3	2.4	2.1	1.7	0	1	1	1
TG 49:1;Y3	0.3	0.2	0.4	0.3	0.4	0.4	0.4	0.5	0.1	0.6	0.4	0.3	0	1	1	1
TG 51:1;Y3	0.5	0.3	0.2	0.2	0.3	0.7	0.4	0.6	0.3	0.6	0.5	0.7	0	1	1	1
TG 50:0;Y3	8.9	9.5	10.6	8.2	9.8	12.1	14.3	11.2	13.3	10.3	10.5	9.2	0	1	0	2
TG 50:1;Y3	4.3	5.4	7.8	5.2	5.5	6.0	8.2	7.0	6.3	5.9	7.0	3.2	0	1	0	2
TG 52:1;Y3	0.5	0.8	0.5	0.9	0.5	1.0	1.5	1.1	0.8	1.0	1.1	0.5	0	1	0	2
TG 48:0;Y3	21.5	19.7	19.7	24.2	20.7	23.6	29.2	22.8	24.2	26.4	28.3	20.7	0	0	3	0
TG 48:1;Y3	1.1	1.1	1.0	1.3	0.9	0.7	1.5	0.9	1.5	2.4	1.6	1.2	0	0	3	0
TG 49:0;Y3	2.1	2.3	2.4	2.3	3.2	2.9	3.5	1.7	3.0	3.2	3.1	2.2	0	0	2	1
TG 49:1;Y3	0.5	0.5	0.2	0.4	0.4	0.6	0.7	0.4	0.2	0.8	0.4	0.2	0	0	2	1
TG 50:0;Y3	14.2	12.8	13.5	13.9	15.6	17.7	19.9	14.9	15.4	14.7	15.6	12.5	0	0	1	2
TG 50:1;Y3	5.3	6.8	6.9	5.9	6.0	7.1	7.3	7.2	5.5	5.7	7.2	5.2	0	0	1	2
TG 51:0;Y3	62.5	65.0	65.2	81.5	69.0	75.4	95.8	57.0	69.5	83.3	75.7	60.5	0	0	0	3
TG 51:1;Y3	41.2	43.2	46.9	40.4	43.2	51.4	49.6	42.5	44.9	39.3	44.2	33.4	0	0	0	3
TG 53:1;Y3	3.4	3.5	3.2	3.5	3.5	4.4	5.3	3.3	3.3	4.7	4.0	2.1	0	0	0	3
PC 30:1;Y	0.102470764	0	0	0.074124439	0.084451854	0.08073379	0.102165535	0.130851942	0	0	0.123774649	0.101588674	1	1	0	0
PC 30:0;Y	0.351313268	0.29406782	0.280820358	0.254068705	0.448683678	0.333529875	0.268808386	0.328794046	0.327321588	0.340626737	0.448746178	0.3050797	1	1	0	0
PC 32:1;Y	6.904846417	8.580355218	8.603750279	6.369496949	7.906151361	6.499306321	6.980242526	7.632350564	6.367496794	7.788034344	8.13906829	5.8265345	1	1	0	0
PC 32:0;Y	9.9830167	10.49330675	11.14714319	9.655020231	9.940183552	11.29908862	12.86572281	8.496422083	8.591610342	11.67699093	11.90508343	7.57602834	1	1	0	0
PC 34:3;Y	0.72293087	0.966434779	0.925024143	0.655601541	1.128450838	0.777114092	0.978035562	0.765510283	0.878063562	1.083642375	1.235496494	0.702115034	1	1	0	0
PC 34:2;Y	22.52528212	26.44604247	20.95481305	19.78208108	21.48836304	21.47564612	24.01653223	19.84661304	17.30942522	24.07417251	22.198499	14.13550546	1	1	0	0
PC 34:1;Y	33.11461106	38.5180134	32.64611494	27.60123926	31.91765474	32.81480567	36.63529924	31.48188633	27.28018179	34.24557644	36.93924863	20.99163384	1	1	0	0
PC 34:0;Y	0.638085879	0.785675416	0.791757762	0.601936347	0.700004779	0.632281644	0.532135384	0.153787676	0.502914701	0.129916737	0.276828211	0.197718626	1	1	0	0
PC 36:5;Y	0.315059899	0.439252089	0.532381943	0.257962972	0.258381875	0.16484167	0.37908035	0.441811515	0.375497662	0.369928643	0.304690536	0.269699156	1	1	0	0
PC 36:4;Y	12.72130294	15.57767878	13.1746803	12.0493846	13.46639976	12.88126346	14.14330506	11.66198811	9.997404972	15.314399	14.84564541	9.829111196	1	1	0	0
PC 36:3;Y	1.580795815	2.905101171	1.943357101	1.750302949	2.064064956	2.035600759	1.765303031	1.730151236	1.823105238	2.510008253	2.415770867	1.414967475	1	1	0	0
PC 36:2;Y	4.038337264	4.474228559	4.1145082	2.778431166	3.756173668	4.056579256	5.032313536	3.327771382	3.178787117	4.359959556	3.824177973	2.437153746	1	1	0	0
PC 36:1;Y	3.187679123	3.956480009	2.99759121	2.294133924	3.11138943	2.731905035	4.301597026	2.49913947	2.403666384	4.233393067	3.47785629	1.876516341	1	1	0	0
PC 38:6;Y	9.015503714	10.63355993	8.31080387	8.320664021	7.7303265	7.828571041	10.10558767	7.209009683	6.827713259	9.881719269	8.912651575	5.677970367	1	1	0	0
PC 38:5;Y	1.595489935	1.835200739	1.403929015	1.016253108	1.249307198	1.155477368	1.182824579	1.260902991	1.087445535	1.241607536	1.351946245	0.862034648	1	1	0	0
PC 38:4;Y	2.87063245	3.35651441	2.97212406	2.669999651	2.630758201	3.137530741	3.485787847	2.451369488	2.436649679	3.452290585	3.204332762	2.183812198	1	1	0	0
PC 38:3;Y	0.523143989	0.608446835	0.707855699	0.316628211	0.607692512	0.49762939	0.522630278	0.385727554	0.330802955	0.653734963	0.631738348	0.343454097	1	1	0	0
PC 40:6;Y	1.735397275	2.00165298	1.854561048	1.280196284	1.604748414	1.621043853	1.821872619	1.349257716	1.296133228	1.706869483	1.305039599	1.023736095	1	1	0	0
PC 30:0;Y	0.17623031	0.206648534	0.191119123	0.208689877	0.324365835	0.223600432	0.209442996	0.163054901	0.150085788	0.183876327	0.340221048	0.233798911	1	0	1	0
PC 32:1;Y	8.6320899	7.999873801	7.506568876	7.473329954	6.667743575	8.865013992	9.381096128	7.554762732	7.094610871	9.745781593	8.589754263	4.973856337	1	0	1	0
PC 32:0;Y	9.995660772	11.14167873	10.38773722	9.935365541	10.64887377	11.0579154	12.93657878	9.276885164	9.659413393	12.88153976	11.98782665	7.566590188	1	0	1	0
PC 34:3;Y	0.822434126	0.95193204	0.923179977	0.531876772	0.851200343	0.867591834	0.742217953	0.542253318	0.488346442	0.890129024	0.755515065	0.581217589	1	0	1	0
PC 34:2;Y	23.06492351	28.01802857	20.55414065	20.71011998	23.24985736	19.5233242	26.57175261	18.86369888	15.90965323	27.88099961	23.4848479	15.1002944	1	0	1	0
PC 34:1;Y	18.43390513	19.53886908	18.4472011	22.6162153	20.74756389	21.64187435	25.48493535	22.22355756	17.26696783	20.43555321	19.0334626	12.03257368	1	0	1	0
PC 36:5;Y	0.73402686	0.633113886	0.597265805	0.453985239	0.483042845	0.729366375	0.634137922	0.366660642	0.375926189	0.81483911	0.563105168	0.496582324	1	0	1	0
PC 36:4;Y	16.40351608	15.855493	15.14619004	13.93004079	13.91889307	14.7269884	17.36960024	12.50687905	11.06289763	19.00860813	15.23045072	9.570709982	1	0	1	0
PC 36:3;Y	2.290886466	2.531231488	2.752268241	2.05679304	1.991408257	2.439365647	2.170543769	1.671817773	1.658554171	2.164332377	2.260550028	1.529654487	1	0	1	0
PC 36:2;Y	1.755534989	2.325138815	1.804039901	1.277075908	1.484026234	1.736229925	1.813958682	1.540215998	1.375722993	1.89749384	1.72658108	1.210611518	1	0	1	0
PC 36:1;Y	1.562486693	1.972130377	1.615818485	1.021167856	1.540559565	1.3168472	1.517588127	1.351594963	1.095280272	1.664066236	1.207042719	0.852401607	1	0	1	0
PC 38:6;Y	10.4894819	14.13503007	9.867622174	9.226672633	11.55893202	10.19700658	11.8394616	10.59916881	8.06276145	12.66477009	11.69436129	6.358016643	1	0	1	0
PC 38:5;Y	1.799680622	2.076874316	1.501113959	1.533086318	1.782274098	1.731286448	1.883754386	1.420051179	1.211357953	1.942193155	1.61559088	1.080118153	1	0	1	0
PC 38:4;Y	1.507578308	1.745263616	0.869573325	0.712646108	0.823619084	0	0.674583136	1.22340533	0.742620776	0.880618756	0.829119745	0.625809844	1	0	1	0
PC 38:3;Y	0.149872851	0.262738186	0.175924468	0.145981487	0.20503804	0.128043454	0.119642016	0.09569751	0.088517412	0.2001892	0.153078378	0.077665695	1	0	1	0
PC 40:6;Y	0.821824595	1.046145612	0.832823331	0.627926039	0.909690165	0.836070159	0.935933979	0.656628864	0.68873433	0.998770013	0.7108853	0.395257212	1	0	1	0
PC 31:1;Y	0.705077314	0.541960454	0.523281301	0.301155055	0.305081982	0.354614317	0.544110297	0.333749728	0.342824966	0.535008019	0.463706176	0.300201929	1	0	0	1
PC 31:0;Y	1.272970139	1.374932462	1.306344062	1.030831406	1.132236892	1.299444571	1.55690167	1.174093801	1.288776847	1.451255949	1.429961995	0.954320663	1	0	0	1
PC 33:2;Y	1.333476083	1.732430396	1.120840069	1.325382802	1.464749634	1.383425742	1.740454388	1.495770411	1.266652892	1.860028455	1.740000409	1.145893817	1	0	0	1
PC 33:1;Y	26.52004742	25.33581017	24.04971315	23.14874499	23.26081479	25.47443865	29.10364566	22.64492215	19.55076955	28.4315406	26.75187865	14.94187078	1	0	0	1
PC 33:0;Y	26.25121063	29.96019863	26.86664553	22.98965699	28.65584762	28.29967058	28.73173877	25.67926929	22.07893965	28.93856181	30.64039454	18.63216991	1	0	0	1
PC 35:4;Y	0.243103635	0.208684108	0.163405921	0.124135753	0.299734724	0.356806389	0.287036209	0.283028273	0.207460245	0.385049652	0.297005803	0.167466423	1	0	0	1
PC 35:3;Y	1.492441277	1.902355315	1.413902913	1.098249828	1.492619199	1.421424077	1.768171794	1.518883632	1.09800092	1.630496857	1.497947887	1.089777178	1	0	0	1
PC 35:2;Y	65.47375201	72.20514669	59.58670178	63.12464324	63.81126041	62.42628585	78.92955358	54.50817862	47.48220616	73.22967285	63.14236171	38.5645609	1	0	0	1
PC 35:1;Y	73.52466596	75.81289858	64.79444014	63.30471312	64.30023619	66.93328258	79.35081779	61.05442517	53.9225293	75.69079178	69.19967408	42.81895159	1	0	0	1
PC 37:5;Y	1.652994625	2.039960895	1.348170209	1.243181366	1.411913508	1.790378275	1.743396113	1.379617999	1.445097869	2.027915842	1.990515237	0.88843549	1	0	0	1
PC 37:4;Y	43.48055859	46.94289802	39.30605177	42.35434746	45.40917519	42.67173331	55.631038	40.06780185	36.22771541	49.06020929	44.94471715	27.37253962	1	0	0	1
PC 37:3;Y	7.545958858	8.405878826	7.617791645	6.467500329	7.677182122	7.887156031	7.742838322	5.712780598	5.223703274	8.202088376	7.717468905	4.008076254	1	0	0	1
PC 37:2;Y	1.172420768	1.863226197	1.681635698	1.104696847	1.266699837	1.249578998	1.579410904	0.930363986	1.161685356	1.684215258	1.296771688	0.697753253	1	0	0	1
PC 37:1;Y	0.689079768	0.752401237	0.694888317	0.60726518	0.55618368	0.573687604	0.736242915	0.454815943	0.390720338	0.668113037	0.600370743	0.355290301	1	0	0	1
PC 39:6;Y	16.04151809	19.24253714	15.80093112	14.08986856	18.21543892	16.73558738	19.1634279	16.62157085	13.01663386	18.24390478	18.57883913	10.78724424	1	0	0	1
PC 39:5;Y	3.687053523	4.459656095	4.136748999	3.12595141	3.792166567	3.874034474	3.571799514	2.956689514	2.502810602	4.054388068	3.895145938	2.577291288	1	0	0	1
PC 39:4;Y	1.306137891	1.231340241	1.06841466	1.20021261	1.292420708	0.993660432	1.120736348	1.01780535	1.013974738	1.29890329	1.136279487	0.598792784	1	0	0	1
PC 41:6;Y	0.503396459	0.58407805	0.328169614	0.29489104	0.322704903	0.330262583	0.34802692	0.537507031	0.31115881	0.599412707	0.471500513	0.284646146	1	0	0	1